county,license_number,operation_type,estab_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,georeference,:@computed_region_yamh_8v7k,square_footage,address_line_2,address_line_3
WESTCHESTER,712823,Store,AC,M & V PETROLEUM LLC,BUCHANAN SHELL,3190,ALBANY POST RD,BUCHANAN,NY,10511,"{'type': 'Point', 'coordinates': [-73.93728, 41.26342]}",976,1000,,
ONEIDA,712821,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15168,9501,US ROUTE 20,BRIDGEWATER,NY,13313,"{'type': 'Point', 'coordinates': [-75.25744, 42.87911]}",931,,,
ONTARIO,712820,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #24607,5991,ROUTE 96,FARMINGTON,NY,14425,"{'type': 'Point', 'coordinates': [-77.35092, 42.97414]}",810,,,
ERIE,712819,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14978,122,S MAIN ST,HOLLAND,NY,14080,"{'type': 'Point', 'coordinates': [-78.53792, 42.63958]}",288,9111,,
ALBANY,712811,Store,AC,NAGI MASTAFA,DEUCE DELI & GROCERY,329,2ND AVE,ALBANY,NY,12209,"{'type': 'Point', 'coordinates': [-73.77782, 42.63915]}",814,860,,
ULSTER,712808,Store,AC,SPOTTED DOG VENTURES LLC,EMERSON RESORT & SPA GENERAL STORE,5340,RTE 28,MOUNT TREMPER,NY,12457,"{'type': 'Point', 'coordinates': [-74.28816, 42.05029]}",410,800,,
BRONX,712807,Store,AC,LUNA DELI MINI MARKET CORP,LUNA DELI MINI MARKET,2820,BAILEY AVE,BRONX,NY,10463,"{'type': 'Point', 'coordinates': [-73.90527, 40.87376]}",307,1100,,
ORANGE,712804,Store,AC,MARTINEZ VIRGILIO,LA CHIQUITA,93,WILLIAM ST,NEWBURGH,NY,12550,"{'type': 'Point', 'coordinates': [-74.01628, 41.49628]}",891,2000,,
WESTCHESTER,712788,Store,AC,CHESTNUT MARTS INC,CHESTMUT MARTS -434 GRAMATAN AVE,434,GRAMATAN AVE ###,MOUNT VERNON,NY,10552,"{'type': 'Point', 'coordinates': [-73.83717, 40.92231]}",962,1000,,
KINGS,712784,Store,A,DOLLAR FOOD DYNASTY CORP,99 CENTS TOWER,2526,LINDEN BLVD,BROOKLYN,NY,11208,"{'type': 'Point', 'coordinates': [-73.87026, 40.66731]}",894,4500,,
BRONX,712748,Store,A,EAST AVE EXPRESS CORP,EAST AVE EXPRESS,1444,EAST AVE,BRONX,NY,10462,"{'type': 'Point', 'coordinates': [-73.86037, 40.83621]}",307,500,,
NASSAU,712742,Store,ABC,FRESH GOURMET MARKET INC,KEY FOOD,1805,N CENTRAL AVE,VALLEY STREAM,NY,11580,"{'type': 'Point', 'coordinates': [-73.7143, 40.68288]}",62,22000,,
WESTCHESTER,712737,Store,AC,IRVING FOOD CORP,COMPARE FOODS,155,IRVING AVE,PORT CHESTER,NY,10573,"{'type': 'Point', 'coordinates': [-73.66549, 41.00253]}",952,25000,,
ERIE,712729,Store,AC,BLASDELL FOODS INC,SAVE-A-LOT BLASDELL,4271,LAKE AVE,BUFFALO,NY,14219,"{'type': 'Point', 'coordinates': [-78.81861, 42.79574]}",289,20000,,
KINGS,712722,Store,A,BOWEN & DARREN DELI & GROCERY CORP,BOWEN & DARREN DELI & GROCERY,5424,7TH AVE,BROOKLYN,NY,11220,"{'type': 'Point', 'coordinates': [-74.00874, 40.63974]}",894,1300,,
QUEENS,712716,Store,AC,BLISS DELI & GROCERY CORP,BLISS DELI & GROCERY,4622,QUEENS BLVD,SUNNYSIDE,NY,11104,"{'type': 'Point', 'coordinates': [-73.91797, 40.74293]}",196,,,
KINGS,712710,Store,AC,H & W GOURMET DELI AND GROCERY CORP,H & W GOURMET DELI AND GROCERY,3423,CHURCH AVE,BROOKLYN,NY,11203,"{'type': 'Point', 'coordinates': [-73.945, 40.65103]}",894,3000,,
QUEENS,712703,Store,AC,A&M GROCERY AND BAKERY INC,GUYANA CHOICE BAKERY,104-04,LIBERTY AVE,OZONE PARK,NY,11417,"{'type': 'Point', 'coordinates': [-73.83684, 40.68201]}",196,1800,,
KINGS,712700,Store,AC,7201 FOOD CORP,7201 FOOD,7201,FT HAMILTON PKWY,BROOKLYN,NY,11228,"{'type': 'Point', 'coordinates': [-74.01442, 40.62717]}",894,,,
KINGS,712698,Store,AC,HIGHLAWN GRILL DELI INC,HIGHLAWN GRILL DELI,196,HIGHLAWN AVE,BROOKLYN,NY,11223,"{'type': 'Point', 'coordinates': [-73.97861, 40.60348]}",894,1500,,
QUEENS,712692,Store,AC,5001 MEAT CORP,URBAN MARKET,50-01,2ND ST,LONG ISLAND CITY,NY,11101,"{'type': 'Point', 'coordinates': [-73.95846, 40.74334]}",196,10000,,
BRONX,712691,Store,AC,ALEX FOOD II CORP,ALEX FOOD II,1615,UNIVERSITY AVE ####,BRONX,NY,10453,"{'type': 'Point', 'coordinates': [-73.91963, 40.84758]}",307,2400,,
BRONX,712689,Store,AC,FAMILY PRIDE BUTCHER SHOP CORP,FAMILY PRIDE BUTCHER SHOP,765,ALLERTON AVE,BRONX,NY,10467,"{'type': 'Point', 'coordinates': [-73.86471, 40.86549]}",307,1500,,
KINGS,712682,Store,AC,TEGS MANAGEMENT LLC,NETCOST MARKET,1029,BRIGHTON BEACH AVE ####,BROOKLYN,NY,11235,"{'type': 'Point', 'coordinates': [-73.95837, 40.57824]}",894,13000,,
KINGS,712663,Store,AC,STRATFORD DELI GROCERY CORP,STRATFORD DELI GROCERY,1105,CHURCH AVE ####,BROOKLYN,NY,11218,"{'type': 'Point', 'coordinates': [-73.969, 40.64711]}",894,1500,,
KINGS,712646,Store,ACHDK,13TH AVE FISH MARKET INC,FREUNDS FISH MARKET,473,DAHILL RD,BROOKLYN,NY,11218,"{'type': 'Point', 'coordinates': [-73.97925, 40.63613]}",894,4000,,
SUFFOLK,712640,Store,AC,SUE ELLI LLC,ELLIS COUNTRY STORE,35,S FERRY RD ####,SHELTER ISLAND,NY,11964,"{'type': 'Point', 'coordinates': [-72.32746, 41.06314]}",1016,1200,,
SUFFOLK,712638,Store,AC,SOUTHAMPTON ENTERPRISE LLC,CITARELLA,22,HAMPTON RD  ####,SOUTHAMPTON,NY,11968,"{'type': 'Point', 'coordinates': [-72.38872, 40.88726]}",1013,7000,,
BRONX,712626,Store,AC,EL FLACO GROCERY STORE INC,EL FLACO GROCERY STORE,2019,SOUTHERN BLVD,BRONX,NY,10460,"{'type': 'Point', 'coordinates': [-73.88533, 40.84438]}",307,15000,,
ULSTER,712623,Store,AC,ALLISA 1155 FOOD CORP,MY TOWN MARKETPLACE,1155,RT 32,ROSENDALE,NY,12472,"{'type': 'Point', 'coordinates': [-74.07536, 41.8489]}",412,10000,,
KINGS,712620,Store,AC,KC GROCERY INC,KC GROCERY,4702,8TH AVE,BROOKLYN,NY,11220,"{'type': 'Point', 'coordinates': [-74.00213, 40.64261]}",894,1100,UNIT C,
KINGS,712614,Store,AC,SEABLUE INC,SEABLUE,519,DEKALB AVE,BROOKLYN,NY,11205,"{'type': 'Point', 'coordinates': [-73.95608, 40.69082]}",894,700,,
NASSAU,712607,Store,A,RAINBOW RETAIL ENTERPRISE LLC,RAINBOW,683,MIDDLE NECK RD,GREAT NECK,NY,11023,"{'type': 'Point', 'coordinates': [-73.73484, 40.80512]}",60,15000,,
WESTCHESTER,712606,Store,A,MABKER DISCOUNT STORE LLC,MABKER DISCOUNT STORE,7,EAST 3RD ST,MOUNT VERNON,NY,10550,"{'type': 'Point', 'coordinates': [-73.83477, 40.90691]}",962,,,
SUFFOLK,712601,Store,ABC,328 FOODS INC,GIUNTAS MEAT FARMS,328,UNION AVE#####,HOLBROOK,NY,11741,,,20000,,
CLINTON,712597,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #30495,1,N MAIN ST,AU SABLE FORKS,NY,12912,"{'type': 'Point', 'coordinates': [-73.67547, 44.44165]}",12,8300,,
SUFFOLK,712595,Store,AC,HARIKRUPA SMOKE & CONVENIENCE INC,HARIKRUPA SMOKE & CONVENIENCE,122,MASTIC RD,MASTIC BEACH,NY,11951,"{'type': 'Point', 'coordinates': [-72.85172, 40.76893]}",1022,,,
ORANGE,712594,Store,AC,MG FOODMART OF PORT JERVIS INC,DB FOOD MART,1,EAST MAIN ST,PORT JERVIS,NY,12771,"{'type': 'Point', 'coordinates': [-74.68872, 41.37778]}",888,1200,,
BROOME,712592,Store,AC,MIRABITO HOLDINGS INC,MIRABITO #3,3151,VESTAL PKWY E ###,VESTAL,NY,13850,"{'type': 'Point', 'coordinates': [-75.99961, 42.09615]}",937,800,,
NEW YORK,712572,Store,ABC,DOUGH BROOKLYN #1 LLC,DOUGH,14,W 19TH ST,NEW YORK,NY,10011,"{'type': 'Point', 'coordinates': [-73.99232, 40.73948]}",749,3800,,
SUFFOLK,712564,Store,AC,WELLWOOD MANAGEMENT INC,7 ELEVEN #34030A,1000,WELLWOOD AVE,WEST BABYLON,NY,11704,"{'type': 'Point', 'coordinates': [-73.39263, 40.71583]}",1023,,,
NASSAU,712563,Store,AC,NATUREGIRL INDUSTRIES,NATUREGIRL INDUSTRIES,2489A,CHARLES CT  ####,BELLMORE,NY,11710,"{'type': 'Point', 'coordinates': [-73.53909, 40.68814]}",62,500,,
SUFFOLK,712559,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #5669,478,UNION BLVD. B,WEST ISLIP,NY,11795,"{'type': 'Point', 'coordinates': [-73.29787, 40.70875]}",1019,12000,,
JEFFERSON,712553,Store,AC,ASIAN MARKET LLC,ASIAN MARKET,552,STATE ST,WATERTOWN,NY,13601,"{'type': 'Point', 'coordinates': [-75.90225, 43.97276]}",841,3000,,
NASSAU,712552,Store,A,SYOSSET DRIVE THRU INC,SYOSSET DRIVE THRU,15,BERRY HILL RD,SYOSSET,NY,11791,"{'type': 'Point', 'coordinates': [-73.5025, 40.82694]}",59,750,,
NEW YORK,712551,Store,AC,DYCKMAN CANDY & TOBACCO INC,DYCKMAN CANDY & TOBACCO,115-27,DYCKMAN ST,NEW YORK,NY,10040,"{'type': 'Point', 'coordinates': [-73.92512, 40.86219]}",749,,STORE 5A,
QUEENS,712549,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #29193,11710,GUY R BREWER BLVD,JAMAICA,NY,11434,"{'type': 'Point', 'coordinates': [-73.78282, 40.68394]}",196,8500,,
SUFFOLK,712547,Store,AC,JUICE PRESS LLC THE,JUICE PRESS,93,MAIN ST,SOUTHAMPTON,NY,11968,"{'type': 'Point', 'coordinates': [-72.38949, 40.8866]}",1013,,,
ONTARIO,712543,Store,AC,BOSTROM FARMS LLC,BOSTROM FARMS LIVESTOCK AND MEATS,2200,ST RTE 5 & 20,STANLEY,NY,14561,"{'type': 'Point', 'coordinates': [-77.10406, 42.85814]}",801,,,
ONEIDA,712538,Store,AC,HOTBANI MAJDI M,SHEBA MINI MARKET,1440,STEUBEN ST,UTICA,NY,13501,"{'type': 'Point', 'coordinates': [-75.23878, 43.09067]}",984,,,
QUEENS,712536,Store,AC,SAMOSSA BITES CORP,SAMOSSA BITES,35-27,31ST ST,ASTORIA,NY,11106,"{'type': 'Point', 'coordinates': [-73.92908, 40.75741]}",196,3000,,
NEW YORK,712532,Store,AC,216 SAL DELI & GROCERY CORP,216 SAL DELI & GROCERY,216,AVENUE B,NEW YORK,NY,10009,"{'type': 'Point', 'coordinates': [-73.97847, 40.72884]}",749,750,,
SCHENECTADY,712525,Store,AC,PEACE MARKET CORPORATION,PEACE MARKET,865,EMMETT ST,SCHENECTADY,NY,12307,"{'type': 'Point', 'coordinates': [-73.93382, 42.80336]}",104,,,
WESTCHESTER,712524,Store,AC,PARK HILL PRODUCE INC,PARK HILL PRODUCE,37,PARK HILL AVE,YONKERS,NY,10701,"{'type': 'Point', 'coordinates': [-73.89421, 40.92908]}",948,1500,,
ROCKLAND,712523,Store,AC,YAS QUICK MART INC,YAS QUICK MART,191,RT 59,SUFFERN,NY,10901,"{'type': 'Point', 'coordinates': [-74.11765, 41.11249]}",529,2800,,
NASSAU,712520,Store,A,PETROGAS GROUP US INC,APPLEGREEN,797,OLD COUNTRY RD ##,PLAINVIEW,NY,11803,"{'type': 'Point', 'coordinates': [-73.48364, 40.77331]}",59,400,,
BRONX,712509,Store,AC,347 CHABELY DELI GROCERY CORP,347 CHABELY DELI GROCERY,347,E 173RD ST,BRONX,NY,10457,"{'type': 'Point', 'coordinates': [-73.90518, 40.84343]}",307,,,
NEW YORK,712508,Store,AC,116 GOURMET GRILL INC,116 GOURMET GRILL,255,W 116TH ST,NEW YORK,NY,10026,"{'type': 'Point', 'coordinates': [-73.95487, 40.80421]}",749,800,,
BRONX,712505,Store,AC,PAL DELI AND GROCERY INC,PAL DELI AND GROCERY,3438,E TREMONT AVE,BRONX,NY,10465,"{'type': 'Point', 'coordinates': [-73.82794, 40.83244]}",307,1000,,
QUEENS,712503,Store,AC,CARILUIS CORP,CARILUIS,144-18,ROCKAWAY  BLVD,JAMAICA,NY,11436,"{'type': 'Point', 'coordinates': [-73.79398, 40.67371]}",196,1500,,
BRONX,712495,Store,AC,188 PARK DELI GROCERY CORP,188 PARK DELI GROCERY,2457,UNIVERSITY AVE,BRONX,NY,10468,"{'type': 'Point', 'coordinates': [-73.90391, 40.86437]}",307,1750,,
NASSAU,712494,Store,A,PETROGAS GROUP US INC,APPLEGREEN,118,NEWBRIDGE RD ##,HICKSVILLE,NY,11801,"{'type': 'Point', 'coordinates': [-73.52749, 40.76358]}",59,1000,,
KINGS,712487,Store,AC,3 J S FOOD CORP,SHOP FAIR,2222,PITKIN AVE,BROOKLYN,NY,11207,"{'type': 'Point', 'coordinates': [-73.89051, 40.67271]}",894,5000,,
SUFFOLK,712481,Store,AC,LARKFIELD MART INC,BP STATION,245,LARKFIELD RD,EAST NORTHPORT,NY,11731,"{'type': 'Point', 'coordinates': [-73.32473, 40.87709]}",1020,1000,,
GENESEE,712428,Store,AC,CIRCLE 3 BATAVIA INC,CIRCLE 3 FOOD MART,130,CEDAR ST,BATAVIA,NY,14020,"{'type': 'Point', 'coordinates': [-78.16292, 42.98229]}",793,1500,,
BRONX,712427,Store,AC,GUN HILL ROAD DELI & GROCERY INC,GUN HILL ROAD DELI & GROCERY,362,E GUN HILL RD,BRONX,NY,10467,"{'type': 'Point', 'coordinates': [-73.87239, 40.87872]}",307,1200,,
QUEENS,712413,Store,AC,MY CITY DELI CORP,MY CITY DELI,84-49,164TH ST,JAMAICA,NY,11432,"{'type': 'Point', 'coordinates': [-73.80131, 40.71262]}",196,1200,,
KINGS,712410,Store,AC,204 UNION FOOD CORP,BROOKLYN HARVEST MARKET,204,UNION AVE,BROOKLYN,NY,11211,"{'type': 'Point', 'coordinates': [-73.95037, 40.70651]}",894,4800,,
DUTCHESS,712407,Store,AC,SUNFLOWER MARKET INC,SUNFLOWER NATURAL FOODS MARKET,24,GARDEN ST  ##,RHINEBECK,NY,12572,"{'type': 'Point', 'coordinates': [-73.91406, 41.9279]}",607,2800,,
KINGS,712406,Store,A,LA SAN MARQUENITA GROCERY&VARIEDADES INC,LA SAN MARQUENITA GROCERY AND VARIEDADES,194,WYCKOFF AVE,BROOKLYN,NY,11237,"{'type': 'Point', 'coordinates': [-73.91511, 40.70176]}",894,800,,
KINGS,712402,Store,A,HALIMES 99 CENTS & UP INC,HALIMES 99 CENTS & UP,6118,4TH AVE,BROOKLYN,NY,11220,"{'type': 'Point', 'coordinates': [-74.01948, 40.63992]}",894,1500,,
PUTNAM,712391,Store,A,URZ CONVENIENCE CORP,URZ CONVENIENCE,1675,RT 22,BREWSTER,NY,10509,"{'type': 'Point', 'coordinates': [-73.57569, 41.43298]}",98,600,,
SUFFOLK,712385,Store,AC,DELI LA BENDICION INC,JG DELI,147,E MAIN ST,BAY SHORE,NY,11706,"{'type': 'Point', 'coordinates': [-73.24437, 40.72416]}",1019,1400,,
QUEENS,712379,Store,AC,LA HUERTA FRUTAS Y VEGETABLES CORP,LA HUERTA FRUTAS Y VEGE,47-54,47TH ST,WOODSIDE,NY,11377,"{'type': 'Point', 'coordinates': [-73.91847, 40.73953]}",196,900,,
NASSAU,712370,Store,ACD,GLJ INC,MIDNITE SNAX,999,S OYSTER BAY RD,BETHPAGE,NY,11714,"{'type': 'Point', 'coordinates': [-73.49856, 40.75657]}",59,25000,BUILDING 500,
QUEENS,712360,Store,AC,YOGI ORGANIC MARKET INC,DOWNTOWN NATURAL MARKET,84-01,37TH AVE,JACKSON HEIGHTS,NY,11372,"{'type': 'Point', 'coordinates': [-73.88216, 40.74997]}",196,5000,,
SUFFOLK,712344,Store,A,BROOKHAVEN AT SERVICE STATION COR,OK PETROLEUM MART,2549,MONTAUK HWY,BROOKHAVEN,NY,11719,"{'type': 'Point', 'coordinates': [-72.91574, 40.78948]}",1022,700,,
KINGS,712331,Store,AC,SAIF DELI GROCERY CORP I,SAIF DELI GROCERY,1202,BAY RIDGE AVE,BROOKLYN,NY,11219,"{'type': 'Point', 'coordinates': [-74.00594, 40.62494]}",894,100,,
BRONX,712326,Store,AC,A 2 Z DELI INC,A 2 Z DELI,3972,WHITE PLAINS RD,BRONX,NY,10467,"{'type': 'Point', 'coordinates': [-73.86053, 40.88772]}",307,,,
KINGS,712321,Store,A,13TH AVE MINI MART INC,13TH AVE MINI MART,7912,13TH AVE ###,BROOKLYN,NY,11228,"{'type': 'Point', 'coordinates': [-74.01007, 40.61775]}",894,400,,
KINGS,712319,Store,AC,MI MUNDO DELI GROCERY CORP,MI MUNDO DELI GROCERY,215,WYCKOFF AVE,BROOKLYN,NY,11237,"{'type': 'Point', 'coordinates': [-73.91579, 40.70216]}",894,400,,
NASSAU,712317,Store,AC,270 DELI NY INC,270 DELI NY,270-272,JERUSALEM AVE,HEMPSTEAD,NY,11550,"{'type': 'Point', 'coordinates': [-73.60765, 40.70245]}",62,2000,,
MONROE,712310,Store,AC,ROYAL PALACE DELI LLC,ROYAL PALACE DELI,452,PARSELLS AVE,ROCHESTER,NY,14609,"{'type': 'Point', 'coordinates': [-77.56635, 43.16583]}",537,1000,,
QUEENS,712300,Store,AC,FIVE CORNER DELI CORP,FIVE CORNER DELI,25-53,18TH ST,ASTORIA,NY,11102,"{'type': 'Point', 'coordinates': [-73.92686, 40.77418]}",196,1500,,
RICHMOND,712296,Store,AC,LOW PRICE DELI AND GROCERY INC,LOW PRICE DELI AND GROCERY,682,CARY AVE,STATEN ISLAND,NY,10310,"{'type': 'Point', 'coordinates': [-74.12462, 40.63175]}",585,1200,,
KINGS,712295,Store,AC,BISMILLAH DATA CORP,SKY WAY GROCERY & HALAL,2038,BATH AVENUE ##,BROOKLYN,NY,11214,"{'type': 'Point', 'coordinates': [-74.00048, 40.60071]}",894,1500,,
KINGS,712291,Store,AC,ARCANGEL DELI GROCERY CORP,ARCANGEL DELI GROCERY,4004,14TH AVENUE,BROOKLYN,NY,11218,"{'type': 'Point', 'coordinates': [-73.98481, 40.63861]}",894,1200,,
BRONX,712289,Store,AC,MD 210 FOOD CORP,BRAVO SUPERMARKET,210,E 170TH ST,BRONX,NY,10456,"{'type': 'Point', 'coordinates': [-73.91305, 40.83835]}",307,15000,,
QUEENS,712283,Store,AC,MARUTI 149 CORP,ANGIES GENERAL STORE,149-21,41ST AVE,FLUSHING,NY,11355,"{'type': 'Point', 'coordinates': [-73.81521, 40.76224]}",196,1400,,
SUFFOLK,712282,Store,AC,DEL CARMEN DELI CORP,DEL CARMEN DELI,1713C,5TH AVE,BAY SHORE,NY,11706,"{'type': 'Point', 'coordinates': [-73.26096, 40.76428]}",1019,3000,,
QUEENS,712279,Store,AC,YGRW LLC,BIER AND CHEESE COLLECTIVE,3511,DITMARS BLVD,ASTORIA,NY,11105,"{'type': 'Point', 'coordinates': [-73.9085, 40.77457]}",196,1400,,
SUFFOLK,712276,Store,AC,OUT OF THE BLUE SEAFOOD LLC,OUT OF THE BLUE SEAFOOD,252,E MONTAUK HWY,HAMPTON BAYS,NY,11946,"{'type': 'Point', 'coordinates': [-72.50419, 40.88376]}",1013,8000,,
WESTCHESTER,712271,Store,AC,454 C&C DELI GROCERY INC,454 C&C DELI GROCERY,452,S BROADWAY,YONKERS,NY,10705,"{'type': 'Point', 'coordinates': [-73.8966, 40.91797]}",948,1500,,
SUFFOLK,712267,Store,AC,MR FUEL & FOOD CORP,SHELL FOOD MART,701,ISLIP AVE,CENTRAL ISLIP,NY,11722,"{'type': 'Point', 'coordinates': [-73.20944, 40.75719]}",1019,1500,,
KINGS,712260,Store,AC,COCO N NUTS INC,LE CHOCOLAT,5106,12TH AVE,BROOKLYN,NY,11219,"{'type': 'Point', 'coordinates': [-73.99563, 40.63506]}",894,3000,,
KINGS,712258,Store,AC,BRA CORP,IDEAL FRESHMARKET,1301,CHURCH AVE,BROOKLYN,NY,11226,"{'type': 'Point', 'coordinates': [-73.96736, 40.64775]}",894,7000,,
BRONX,712256,Store,AC,DYRE FISH MARKET CORP,DYRE FISH MARKET,3901,DYRE AVE,BRONX,NY,10466,"{'type': 'Point', 'coordinates': [-73.83127, 40.88936]}",307,2125,,
WAYNE,712243,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15522,1250,RT 104,ONTARIO,NY,14519,"{'type': 'Point', 'coordinates': [-77.32021, 43.22577]}",632,7798,,
ERIE,712240,Store,AC,YIA YIAS GOODIES INC,YIA YIAS GOODIES,3100,TRANSIT RD,BUFFALO,NY,14224,"{'type': 'Point', 'coordinates': [-78.69777, 42.85185]}",276,1500,,
KINGS,712234,Store,AC,PAPA DELI & GROCERY CORP,PAPA DELI & GROCERY,849,MARCY AVE ##,BROOKLYN,NY,11216,"{'type': 'Point', 'coordinates': [-73.94699, 40.68426]}",894,1400,,
KINGS,712233,Store,ACHDK,GREENPOINT COFFEE ROASTING COMPANY LLC,CAFE GRUMPY,199,DIAMOND ST,BROOKLYN,NY,11222,"{'type': 'Point', 'coordinates': [-73.94881, 40.72901]}",894,6500,,
ERIE,712222,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14886,663,E FERRY ST,BUFFALO,NY,14211,"{'type': 'Point', 'coordinates': [-78.83687, 42.91423]}",300,2500,,
ORANGE,712221,Store,AC,KY FISH INC,FRISH FISH STORE,53,FOREST RD #101,MONROE,NY,10950,"{'type': 'Point', 'coordinates': [-74.17137, 41.34046]}",871,1300,,
OTSEGO,712219,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14993,4892,ST HWY 28,COOPERSTOWN,NY,13326,"{'type': 'Point', 'coordinates': [-74.95816, 42.66026]}",908,9158,,
NEW YORK,712216,Store,A,8TH AVENUE TOBACCO & MAGAZINE INC,9TH AVENUE TOBACCO & SMOKE SHOP,334,9TH AVE,NEW YORK,NY,10001,"{'type': 'Point', 'coordinates': [-73.99848, 40.75039]}",749,600,,
WYOMING,712215,Store,AC,MAIN STREET WINERY LLC,MAIN STREET WINERY,249,MAIN ST,ARCADE,NY,14009,"{'type': 'Point', 'coordinates': [-78.42255, 42.5343]}",405,1000,STE 2,
QUEENS,712211,Store,AC,42-15 81ST GROCERY & DELI INC,EL CILANTRO,42-64,81ST ST,ELMHURST,NY,11373,"{'type': 'Point', 'coordinates': [-73.88391, 40.74173]}",196,2500,,
ALBANY,712210,Store,AC,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,1425,CENTRAL AVE ###,ALBANY,NY,12205,"{'type': 'Point', 'coordinates': [-73.81899, 42.70951]}",834,,,
NASSAU,712205,Store,AC,A&A ENERGY GROUP INC,A&A ENERGY GROUP,676,GLEN COVE RD,GLEN HEAD,NY,11545,"{'type': 'Point', 'coordinates': [-73.61518, 40.83883]}",59,900,,
QUEENS,712198,Store,AC,ZAARA CONVENIENCE DELI&GROC INC,ZAARA CONVENIENCE DELI&GROC,78-20,101 AVE,OZONE PARK,NY,11416,"{'type': 'Point', 'coordinates': [-73.85909, 40.68054]}",196,800,,
ERIE,712189,Store,A,BLACK ROCK EXPRESS MART INC,BLACK ROCK EXPRESS MART,442,AMHERST ST,BUFFALO,NY,14207,"{'type': 'Point', 'coordinates': [-78.88775, 42.93899]}",300,1100,,
QUEENS,712188,Store,A,CVS ALBANY LLC,CVS / PHARMACY # 5830,108-11,QUEENS BLVD,FOREST HILLS,NY,11375,"{'type': 'Point', 'coordinates': [-73.84336, 40.72139]}",196,,,
BRONX,712179,Store,A,SAVE ALOT INC,MAX SAVINGS,1967,CROTONA AVE. ###,BRONX,NY,10457,"{'type': 'Point', 'coordinates': [-73.89078, 40.84582]}",307,2500,,
RICHMOND,712176,Store,A,WALGREEN EASTERN CO INC,WALGREENS #13750,7001,AMBOY RD ###,STATEN ISLAND,NY,10307,"{'type': 'Point', 'coordinates': [-74.23416, 40.51677]}",585,9500,,
NIAGARA,712174,Store,ABC,TOPS MARKETS LLC,TOPS MARKETS #39,2555,N MAIN ST ###,NEWFANE,NY,14108,"{'type': 'Point', 'coordinates': [-78.71036, 43.29079]}",161,22000,,
STEUBEN,712170,Store,AC,TOPS MARKETS LLC,TOPS MARKETS #540,360,W PULTENEY ST ###,RIVERSIDE,NY,14830,"{'type': 'Point', 'coordinates': [-77.07726, 42.15264]}",38,,,
MONTGOMERY,712164,Store,AC,STEWARTS SHOPS CORP,STEWARTS SHOP #254,4192,STATE HWY 30 ###,AMSTERDAM,NY,12010,"{'type': 'Point', 'coordinates': [-74.19365, 43.01717]}",379,4500,,
ONTARIO,712160,Store,AC,TOPS MARKETS LLC,TOPS MARKETS #433,76,KENDALL ST ###,CLIFTON SPRINGS,NY,14432,"{'type': 'Point', 'coordinates': [-77.14005, 42.96847]}",805,,,
SCHOHARIE,712159,Store,AC,STEWARTS SHOPS CORP,STEWARTS SHOP #384,2656,STATE RTE 7 ###,COBLESKILL,NY,12043,"{'type': 'Point', 'coordinates': [-74.41886, 42.68064]}",169,3384,,
KINGS,712155,Store,AC,QUEZADA GROUP FOOD CORP,QUEZADA GROUP FOOD,512,VAN SICLEN AVE,BROOKLYN,NY,11207,"{'type': 'Point', 'coordinates': [-73.88889, 40.66699]}",894,500,,
WESTCHESTER,712153,Store,AC,LA GUADALUPE GROCERY STORE INC,LA GUADALUPE GROCERY STORE,231,UNION AVE ####,NEW ROCHELLE,NY,10801,"{'type': 'Point', 'coordinates': [-73.79498, 40.90933]}",960,,,
NEW YORK,712146,Store,AC,YORK FRESH FOOD INC,FRESH FOOD CORNER,1431 A,YORK AVE.,NEW YORK,NY,10021,"{'type': 'Point', 'coordinates': [-73.95194, 40.76933]}",749,950,,
NASSAU,712137,Store,AC,QUICK STOP MARKET INC,QUICKSTOP FOOD MARKET,528,NASSAU RD,ROOSEVELT,NY,11575,"{'type': 'Point', 'coordinates': [-73.5933, 40.68565]}",62,2000,,
ERIE,712135,Store,ABC,KORNERSTORE COFFEE LLC,KORNERSTONE COFFEE,1530,MILITARY RD #####,KENMORE,NY,14217,,,1200,,
BRONX,712132,Store,AC,2152 RAYS CORNER DELI & GROCERY,2152 RAYS CORNER DELI & GROCERY,2152,CROTONA PARKWAY,BRONX,NY,10460,"{'type': 'Point', 'coordinates': [-73.88289, 40.84756]}",307,1200,,
ESSEX,712131,Store,AC,MACE CHASM FARM LLC,MACE CHASM FARM BUTCHER,810,MACE CHASM RD,KEESEVILLE,NY,12944,"{'type': 'Point', 'coordinates': [-73.44759, 44.50643]}",454,450,,
SARATOGA,712129,Store,ABC,SARATOGA NATURAL FOODS INC,FOUR SEASONS NATURAL FOODS,120,HENRY ST,SARATOGA SPRINGS,NY,12866,"{'type': 'Point', 'coordinates': [-73.78078, 43.08405]}",994,8600,,
