camis,dba,boro,building,street,zipcode,cuisine_description,latitude,longitude,inspection_date,grade,score
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2024-01-05T00:00:00.000,,9
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2024-01-05T00:00:00.000,,
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2024-01-05T00:00:00.000,,9
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2023-11-14T00:00:00.000,C,36
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2023-11-14T00:00:00.000,C,36
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2023-11-14T00:00:00.000,C,36
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2023-10-02T00:00:00.000,,82
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2023-10-02T00:00:00.000,,82
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2023-10-02T00:00:00.000,,82
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2023-10-02T00:00:00.000,,82
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2023-10-02T00:00:00.000,,82
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2023-10-02T00:00:00.000,,82
41263738,MEXICAN FAST FOOD,Bronx,2620,JEROME AVENUE,10468,Mexican,40.86689084303,-73.897831910977,2023-10-02T00:00:00.000,,82
41271290,SABOR LATINO SEAFOOD RESTAURANT,Bronx,2161,STARLING AVENUE,10462,Seafood,40.836271466055,-73.853070638634,2026-03-18T00:00:00.000,A,10
41271290,SABOR LATINO SEAFOOD RESTAURANT,Bronx,2161,STARLING AVENUE,10462,Seafood,40.836271466055,-73.853070638634,2026-03-18T00:00:00.000,A,10
41271290,SABOR LATINO SEAFOOD RESTAURANT,Bronx,2161,STARLING AVENUE,10462,Seafood,40.836271466055,-73.853070638634,2024-09-17T00:00:00.000,A,9
41271290,SABOR LATINO SEAFOOD RESTAURANT,Bronx,2161,STARLING AVENUE,10462,Seafood,40.836271466055,-73.853070638634,2024-09-17T00:00:00.000,A,9
41271290,SABOR LATINO SEAFOOD RESTAURANT,Bronx,2161,STARLING AVENUE,10462,Seafood,40.836271466055,-73.853070638634,2023-04-26T00:00:00.000,A,10
41271290,SABOR LATINO SEAFOOD RESTAURANT,Bronx,2161,STARLING AVENUE,10462,Seafood,40.836271466055,-73.853070638634,2023-04-26T00:00:00.000,A,10
41271290,SABOR LATINO SEAFOOD RESTAURANT,Bronx,2161,STARLING AVENUE,10462,Seafood,40.836271466055,-73.853070638634,2023-04-26T00:00:00.000,A,10
41299756,LAS CHATAS TAQUERIA & DELI GROCERY,Bronx,599,EAST  184 STREET,10458,Mexican,40.853708575962,-73.889661037398,2026-03-25T00:00:00.000,A,13
41299756,LAS CHATAS TAQUERIA & DELI GROCERY,Bronx,599,EAST  184 STREET,10458,Mexican,40.853708575962,-73.889661037398,2026-03-25T00:00:00.000,A,13
41299756,LAS CHATAS TAQUERIA & DELI GROCERY,Bronx,599,EAST  184 STREET,10458,Mexican,40.853708575962,-73.889661037398,2026-03-25T00:00:00.000,A,13
41299756,LAS CHATAS TAQUERIA & DELI GROCERY,Bronx,599,EAST  184 STREET,10458,Mexican,40.853708575962,-73.889661037398,2025-02-25T00:00:00.000,A,11
41299756,LAS CHATAS TAQUERIA & DELI GROCERY,Bronx,599,EAST  184 STREET,10458,Mexican,40.853708575962,-73.889661037398,2025-02-25T00:00:00.000,A,11
41299756,LAS CHATAS TAQUERIA & DELI GROCERY,Bronx,599,EAST  184 STREET,10458,Mexican,40.853708575962,-73.889661037398,2025-02-25T00:00:00.000,A,11
41299756,LAS CHATAS TAQUERIA & DELI GROCERY,Bronx,599,EAST  184 STREET,10458,Mexican,40.853708575962,-73.889661037398,2024-03-27T00:00:00.000,A,9
